Date,Open,High,Low,Close,Volume
2021-07-07,2854.3573412344163,2861.068306777802,2825.2473392645243,2854.313720703125,2640710
2021-07-08,2874.403161922664,2874.403161922664,2816.7929952439126,2839.9765625,2485811
2021-07-09,2832.5681084749517,2860.4580098507054,2789.8616969933296,2796.09326171875,6365067
2021-07-12,2819.4953129986548,2820.366872600818,2778.8371426709737,2782.97705078125,1892226
2021-07-13,2801.1918633324153,2801.1918633324153,2767.201047318114,2778.13916015625,1809339
2021-07-14,2777.6596400020444,2808.164217159268,2775.916521307346,2801.671142578125,2044279
2021-07-15,2819.184519112929,2822.896730614884,2789.836126410262,2797.653564453125,2232968
2021-07-16,2806.4316236230125,2812.414919822018,2788.088933272535,2790.53466796875,1256526
2021-07-19,2777.607236424192,2794.9018146966923,2774.113390843784,2781.625244140625,1597058
2021-07-20,2781.625724283251,2808.1788699787835,2756.7755727052318,2800.14306640625,1811945
2021-07-22,2786.342599192207,2816.87004050565,2786.342599192207,2809.3583984375,2859334
2021-07-23,2821.280805669737,2831.3693292187577,2800.8853931842596,2806.301025390625,1776193
2021-07-26,2795.077194186681,2816.2586385488767,2787.08510563354,2792.937255859375,1259611
2021-07-27,2795.0771333129255,2803.8117493545283,2761.143064692313,2780.1845703125,1121367
2021-07-28,2784.5950645543444,2798.963462561045,2736.030523298907,2793.155029296875,1660654
2021-07-29,2795.2950640095637,2817.3062503618876,2786.604165049208,2791.408203125,1731997
2021-07-30,2811.6734819782064,2815.604060005203,2762.191957226241,2766.646484375,2999943
2021-08-02,2777.608155877507,2816.82650020081,2766.2531539824104,2812.0224609375,2608669
2021-08-03,2820.4069892493094,2873.688137079662,2811.6286591294147,2869.2333984375,3804735
2021-08-04,2882.4233959794033,2886.9653538326647,2848.5330418862727,2859.669677734375,2929598
2021-08-05,2860.5868578823424,2895.5253233221265,2849.66858743241,2868.404296875,2534521
2021-08-06,2858.446469339697,2903.3860207844823,2851.851792377056,2890.98291015625,2292362
2021-08-09,2903.2988436623186,2914.7412755930864,2891.1578130695584,2902.250732421875,1510489
2021-08-10,2896.049513909292,2926.009077718762,2896.049513909292,2912.03369140625,2040777
2021-08-11,2926.0961488608095,2934.8307642305435,2906.0939649630977,2921.030029296875,1929707
2021-08-12,2905.1333631684943,2941.818751398523,2905.1333631684943,2927.625,1310205
2021-08-13,2935.486220194915,3039.646521246241,2932.6474698517973,3025.14697265625,4363584
2021-08-16,3022.176753470583,3052.180240931902,3001.6504084686876,3033.488037109375,2083489
2021-08-17,3041.480342454519,3110.221719131916,3024.7971426810414,3103.452392578125,4336019
2021-08-18,3121.6207437384664,3140.094370801781,3089.084299979811,3110.003662109375,2631309
2021-08-20,3062.3564727478843,3122.6253251778908,3057.1157029713618,3109.086669921875,2836148
2021-08-23,3126.9918187987078,3208.223729175322,3111.1820821253696,3177.12841796875,3744176
2021-08-24,3194.248375047898,3203.288785936622,3139.5696055055637,3155.99072265625,2511141
2021-08-25,3153.195992277176,3229.842238349842,3150.619323520232,3195.99560546875,2123263
2021-08-26,3196.8693657363897,3220.9769905146954,3186.3003953758202,3207.219970703125,1902533
2021-08-27,3202.109859904366,3257.574665170031,3189.095368849665,3249.40771484375,3944728
2021-08-30,3244.909985307237,3267.0523231304614,3220.977221724013,3232.943603515625,2033114
2021-08-31,3240.0183451794023,3322.7353285681993,3234.8212913547077,3307.318603515625,3207480
2021-09-01,3315.660068603454,3333.74068017422,3237.921990071919,3244.865966796875,2643336
2021-09-02,3261.5052486336904,3370.818870315569,3251.023710609158,3351.25341796875,3403717
2021-09-03,3340.99000815719,3368.853342795532,3323.1277643578337,3355.882568359375,1746812
2021-09-06,3362.56521433957,3386.9349219098394,3331.3826766127986,3364.57421875,1723693
2021-09-07,3375.0550854815306,3380.2521385252685,3326.3596090282194,3333.04150390625,1585039
2021-09-08,3327.8883877901417,3332.2556953856665,3280.72146575847,3296.57470703125,4147175
2021-09-09,3310.157003802656,3326.752772302166,3288.5825474027815,3311.641845703125,1441148
2021-09-13,3290.3295846609585,3364.9231140500738,3290.3295846609585,3358.765380859375,1691473
2021-09-14,3362.7824569581635,3403.4421251499843,3340.9896390860235,3394.183349609375,1991188
2021-09-15,3390.865213451585,3476.377015029846,3376.802397011403,3454.1474609375,2461369
2021-09-16,3432.7034578675884,3477.9050873700435,3399.599354603407,3409.382080078125,2946666
2021-09-17,3423.9693794337527,3445.8059188434067,3323.521298149344,3343.47998046875,6477148
2021-09-20,3327.0149835362313,3381.169598652862,3326.0105880709493,3339.68017578125,2002008
2021-09-21,3369.8148354860814,3381.650282754764,3338.064421190229,3374.138427734375,1568129
2021-09-22,3373.745249967666,3403.7487396255815,3364.9669187066097,3373.439453125,1744067
2021-09-23,3380.2964536338195,3388.157608177154,3349.7252970764075,3379.641357421875,2003869
2021-09-24,3397.7650831549404,3445.281301332481,3367.1939320211554,3381.431396484375,2320754
2021-09-27,3406.499519252397,3409.9933649131685,3321.686330538198,3351.427734375,1673362
2021-09-28,3362.8269749249935,3362.8269749249935,3276.5726466720475,3300.942138671875,2253075
2021-09-29,3284.0413529904263,3324.395241012175,3251.1553919299777,3312.079345703125,2489161
2021-09-30,3323.5212519802417,3323.5212519802417,3275.5682974017677,3297.7978515625,2252412
2021-10-01,3303.2130179995297,3327.8883053026266,3253.6440780189723,3258.18603515625,1578374
2021-10-04,3253.469152219145,3304.872229032876,3238.3145112256348,3295.83203125,1356860
2021-10-05,3278.9746901462354,3354.092384166634,3268.143852121344,3348.240234375,1877966
2021-10-06,3350.5985309151906,3369.3342386536387,3314.786607096754,3328.674560546875,1678154
2021-10-07,3345.35721394832,3405.6260514842033,3336.666315532846,3400.2978515625,1647233
2021-10-08,3428.336392186259,3485.023958314772,3406.49985465641,3437.638671875,2934339
2021-10-11,3279.848126861973,3282.0317807413753,3196.869279444693,3219.22998046875,11845402
2021-10-12,3237.0484182874648,3237.921879814256,3171.1895044664,3190.6240234375,5752877
2021-10-13,3188.1343126120823,3210.3638640053305,3183.7670053345314,3192.67626953125,3545655
2021-10-14,3172.373537087952,3211.7547258242166,3157.671183895089,3160.515380859375,6442299
2021-10-18,3153.5143445062477,3196.6148686071647,3151.764069415855,3191.7578125,3590107
2021-10-19,3210.878500777738,3229.343981815831,3172.5474473257777,3180.3798828125,3135441
2021-10-20,3160.9965878425232,3176.749062532768,3131.5044974037755,3158.239990234375,2933693
2021-10-21,3154.0830236717397,3157.014605986085,3072.826424568322,3091.423095703125,4871211
2021-10-22,3115.489176480275,3116.8894817975106,3049.8538707959997,3061.974609375,2691670
2021-10-25,3065.6066981460913,3075.7145791199464,3019.22441010677,3056.8115234375,2595594
2021-10-26,3058.1682018867514,3088.3604476916144,3041.1030194753075,3047.754150390625,3878763
2021-10-27,3048.104052073259,3072.8266875803133,3048.104052073259,3054.01123046875,2510813
2021-10-28,3078.7336438655566,3078.7336438655566,2988.5944837410107,2994.4140625,2424942
2021-10-29,2975.5111498956726,3028.8507351056073,2963.17162630388,2973.498291015625,3960501
2021-11-01,3008.6786457031258,3051.6041788190378,2986.800210236973,3042.32763671875,2020718
2021-11-02,3057.7309326708746,3074.8837159813743,3036.5088447724006,3049.154541015625,3087414
2021-11-03,3066.6570701167648,3080.3966874138937,3033.270656847853,3056.19921875,1537639
2021-11-04,3074.3141592757156,3074.576743250324,3067.3568590599543,3070.551025390625,328991
2021-11-08,3104.9876648258514,3104.9876648258514,3046.5284405808984,3065.3876953125,2526082
2021-11-09,3069.9828299991636,3093.61154619357,3059.4811783572054,3067.969970703125,1782692
2021-11-10,3061.2310404939344,3080.221481918905,3045.6535499293364,3049.24169921875,1516489
2021-11-11,3045.4786999165085,3071.776626249125,3006.972647388828,3052.65478515625,1284514
2021-11-12,3068.2315296840943,3092.866560468071,3050.466198860198,3085.778076171875,1747259
2021-11-15,3087.4851985153273,3123.8910051396083,3087.4851985153273,3109.626220703125,1809157
2021-11-16,3123.365194953475,3129.0973873140833,3099.736486557918,3112.33837890625,2013204
2021-11-17,3107.263099990461,3117.983533699684,3068.5818539674124,3082.146484375,1632914
2021-11-18,3076.239463289162,3081.227917908715,3020.624646710882,3041.71533203125,2136598
2021-11-22,3044.078189423723,3076.9396452248434,3010.7355789237035,3026.575439453125,3167936
2021-11-23,3014.8489143573643,3046.3100671183884,2982.2938396390264,3031.6953125,2153461
2021-11-24,3038.652719195866,3056.8994235417035,2996.47112978478,3013.361328125,2161746
2021-11-25,3013.885955466033,3030.601167204628,3005.2659792716213,3015.63623046875,1849619
2021-11-26,2997.3461762175584,3054.2301182479646,2985.881788591854,3016.468017578125,1941251
2021-11-29,3016.7298289061887,3088.666294730472,2981.111779151015,3064.731201171875,2981745
2021-11-30,3055.1055275683175,3118.771791426981,3055.1055275683175,3088.491943359375,5588446
2021-12-01,3093.611209164806,3141.7437739467196,3093.611209164806,3131.067138671875,2102118
2021-12-02,3141.043729353686,3192.501861296703,3127.8292802160927,3188.03857421875,3152938
2021-12-03,3191.1451121389855,3208.2102934852182,3177.4930952559694,3185.894287109375,2486263
2021-12-06,3185.894281603058,3201.252987519446,3082.2342870539883,3094.836181640625,1849642
2021-12-07,3117.677637250009,3148.7450214247106,3084.247424334192,3136.9306640625,1484458
2021-12-08,3151.3706416801215,3191.145604687298,3151.3706416801215,3174.03662109375,1428660
2021-12-09,3159.246740679444,3180.906396311526,3120.7406862224093,3152.02685546875,1567957
2021-12-10,3137.367788099259,3187.2506232238497,3128.7040127244727,3182.699951171875,1510718
2021-12-13,3194.25231817436,3204.7539696313715,3151.983128328559,3158.9404296875,1883864
2021-12-14,3154.870371961085,3181.124494335241,3130.103940456812,3171.322998046875,1747007
2021-12-15,3167.9973610781176,3170.622773255807,3113.870027885459,3124.546875,1603233
2021-12-16,3134.7425476648837,3157.889891975921,3124.2408975889543,3134.392578125,2072320
2021-12-17,3152.6829772411506,3195.433531388944,3127.478973442637,3136.79931640625,4333992
2021-12-20,3140.8681189633207,3155.745454717675,3071.8634497224016,3112.776123046875,2312310
2021-12-21,3135.310898436316,3186.5502355746466,3121.08991578706,3157.75830078125,2340989
2021-12-22,3171.498339379777,3182.7001422501903,3155.9646485618987,3177.405517578125,1224328
2021-12-23,3192.501731887371,3212.192326450821,3176.749256236611,3205.3662109375,1792861
2021-12-24,3224.8817608213244,3242.3845112192694,3189.70127525278,3212.542236328125,2209923
2021-12-27,3212.6296670648817,3238.0086538109676,3196.964791742873,3234.595703125,1534135
2021-12-28,3246.7601484623697,3259.887211057231,3232.6267631978826,3243.740966796875,1456218
2021-12-29,3231.226561240893,3255.4678282113414,3224.881814116782,3233.37060546875,1456923
2021-12-30,3221.687557676224,3273.0142871714934,3220.506036575159,3267.544677734375,1966475
2021-12-31,3275.4648760200544,3290.5171991999623,3265.4007941607993,3271.570556640625,1207141
2022-01-03,3281.765347589999,3351.776341671919,3277.389660459879,3341.055908203125,2346158
2022-01-04,3352.7391471393594,3403.5407048377974,3335.7613525319584,3399.690185546875,2488606
2022-01-05,3382.406410124512,3386.7820975890972,3336.3740925344277,3378.862060546875,1733031
2022-01-06,3336.023910257664,3356.1520713111595,3301.0184127733232,3332.0419921875,1810293
2022-01-07,3343.024937506082,3382.318522120413,3322.371608974034,3372.342041015625,2460591
2022-01-10,3481.2965040102904,3481.2965040102904,3378.905430362929,3395.40185546875,3937092
2022-01-11,3374.529794957781,3434.9142752098783,3374.529794957781,3426.950439453125,1906106
2022-01-12,3434.915147863872,3438.4156983330327,3357.5092683458865,3377.943603515625,3203744
2022-01-13,3428.788590711219,3433.164278039845,3375.4052053019836,3411.1982421875,6684507
2022-01-14,3393.65249028002,3480.422299459404,3378.074997981083,3472.67724609375,3348123
2022-01-17,3494.161493482207,3538.180952966991,3467.557398640576,3517.308837890625,3442604
2022-01-18,3530.2608122209094,3537.0431277245425,3483.047187672104,3492.32373046875,2389041
2022-01-19,3517.2216312846267,3517.2216312846267,3428.2390800444996,3431.877197265625,3102539
2022-01-20,3427.8003552354353,3436.567108062124,3341.0095022512132,3354.641845703125,6176776
2022-01-21,3337.503452040808,3376.5593863072786,3306.030888867655,3360.7353515625,3112358
2022-01-24,3366.4326888903997,3374.892518758785,3278.852924081296,3306.2490234375,3258414
2022-01-25,3304.627198732507,3339.606453941932,3263.1604185603896,3304.977783203125,3330501
2022-01-27,3270.8757293611275,3272.9796645873425,3178.0358954512144,3199.20751953125,5718297
2022-01-28,3196.357997928472,3269.823427522156,3196.357997928472,3234.9755859375,3143862
2022-01-31,3286.6556372062146,3294.545714756189,3262.459313773471,3275.47802734375,2739393
2022-02-01,3305.065779508567,3338.3794398855766,3275.609404720287,3331.935791015625,2105169
2022-02-02,3355.8250577253107,3387.473119428021,3331.9356574912495,3380.635009765625,1984212
2022-02-03,3376.076760731597,3403.6920341574723,3345.437000165492,3352.9326171875,1960538
2022-02-04,3344.7792653309098,3353.0199274159713,3304.189156735994,3344.428466796875,2307366
2022-02-07,3323.475913676423,3359.244307123296,3292.9236952248752,3312.955810546875,1919149
2022-02-08,3323.958452984582,3331.1032714460657,3262.1089644796893,3281.790283203125,2946443
2022-02-09,3287.532039581612,3312.03506891022,3284.1130918732606,3296.781005859375,1638721
2022-02-10,3322.424339911823,3322.424339911823,3294.5460205082395,3305.373046875,2112459
2022-02-11,3289.7236967950407,3289.7236967950407,3234.9314966485545,3239.27099609375,3851488
2022-02-14,3264.739036344995,3325.448804945127,3252.4655813211416,3273.28662109375,5951745
2022-02-15,3319.092872491744,3362.049964607987,3285.779209217923,3346.97119140625,3931683
2022-02-16,3369.9400125159605,3378.794519077385,3336.6263495410367,3342.850830078125,3256906
2022-02-17,3353.2827969372806,3362.049549347574,3312.9557358499305,3317.514404296875,3134372
2022-02-18,3304.1891813505617,3345.3490435758326,3294.195168617033,3326.018310546875,3688883
2022-02-21,3340.1329231984273,3355.737786485923,3248.564230091958,3260.7060546875,7465922
2022-02-22,3199.8642910561507,3215.556690596742,3129.7302791973857,3144.107666015625,5408531
2022-02-23,3165.6744406252515,3176.10679085941,3117.150378194761,3124.29541015625,2426203
2022-02-24,3045.5701244470206,3054.205462139813,2972.8938245340382,2982.142578125,5039136
2022-02-25,3040.3100635518003,3094.663934353476,3035.050011538735,3086.5546875,2549723
2022-02-28,3059.59688152283,3124.2516866839496,3029.7021673541517,3115.87939453125,3288942
2022-03-02,3114.3889952378754,3131.440286972598,3073.6235938927493,3108.822021484375,2761341
2022-03-03,3123.4626722767534,3137.27030822549,3094.7515562563644,3107.287841796875,1928039
2022-03-04,3069.6785770495417,3122.016049893525,3057.010661712767,3089.710693359375,2370257
2022-03-07,3024.529607717447,3110.4437820815947,3008.354992186932,3055.12548828125,3054130
2022-03-08,3033.296400672888,3163.9210144590907,3033.296400672888,3155.987060546875,3300992
2022-03-09,3160.4140309278837,3203.371114843408,3153.4445060377907,3184.6103515625,2719654
2022-03-10,3229.6723795193866,3229.6723795193866,3169.1817730625903,3174.39794921875,2005441
2022-03-11,3158.879854254999,3190.9662515768873,3149.762517961405,3155.285400390625,1623423
2022-03-14,3138.497485009779,3198.418325678582,3138.497485009779,3193.72802734375,1765688
2022-03-15,3207.754501476637,3207.754501476637,3143.231122256643,3150.682861328125,3651133
2022-03-16,3191.5361524000095,3215.6447210556885,3170.2767782218198,3205.036865234375,3090475
2022-03-17,3240.71738127852,3252.4647424443538,3208.894031153861,3219.80859375,3600452
2022-03-21,3240.191126426905,3255.92740145583,3169.180444273069,3179.4375,2413831
2022-03-22,3191.097695765531,3253.3416343367817,3177.9475678983654,3244.531005859375,2907611
2022-03-23,3250.712050185486,3269.8236147540456,3234.9318946020617,3254.5693359375,1596195
2022-03-24,3243.6982897623643,3294.720744378706,3239.314913695118,3287.400634765625,1879046
2022-03-25,3296.2108169426533,3313.393735527106,3219.1511567285443,3250.229248046875,1690133
2022-03-28,3239.314997775362,3255.0951520270414,3209.683331985244,3250.44873046875,1760990
2022-03-29,3239.0960722012105,3262.985474181719,3235.8085398185717,3248.388916015625,2689063
2022-03-30,3277.0119341716986,3277.0119341716986,3249.1336196941684,3271.357421875,1583455
2022-03-31,3278.765556258031,3291.608763532692,3261.4073428596666,3278.7216796875,2168110
2022-04-01,3285.77935286415,3298.929483678708,3268.289721687204,3295.20361328125,1387014
2022-04-04,3298.052721967003,3313.8328785314384,3276.223590999029,3305.373046875,1472994
2022-04-05,3306.8190764268047,3362.575708503235,3306.8190764268047,3344.3408203125,2314947
2022-04-06,3339.5194932792224,3339.5194932792224,3271.0071854426465,3292.222900390625,2051729
2022-04-07,3283.587586159778,3283.587586159778,3225.2886742709443,3229.803466796875,2494829
2022-04-08,3234.931542719195,3248.081670941631,3193.2894700148154,3231.117919921875,2296773
2022-04-11,3234.9318441838004,3254.525622673996,3205.212637244365,3240.54248046875,2291660
2022-04-12,3228.7950847907623,3277.8889009048767,3198.4183716829752,3235.896240234375,4483476
2022-04-13,3249.835329431341,3252.3339396432675,3204.730428159187,3210.341064453125,1621672
2022-04-18,3164.79759416944,3164.79759416944,3088.088511208269,3092.9541015625,3820792
2022-04-19,3112.1969337809937,3124.075925447324,3015.0174030668795,3043.728515625,3170014
2022-04-20,3068.3634924930943,3128.985502739102,3050.8299868217055,3118.15869140625,2640370
2022-04-21,3138.4975378373742,3194.6047563908915,3127.4513435718295,3181.147705078125,2280996
2022-04-22,3139.461567426191,3170.934120722403,3131.0454000995474,3167.032958984375,1581465
2022-04-25,3119.2103562360066,3142.0039113968096,3097.381229406358,3110.618896484375,1960694
2022-04-26,3134.245813020245,3145.4234238079243,3084.275317734149,3108.953857421875,1943469
2022-04-27,3108.6902049987402,3128.3715200891825,3073.8862429719675,3122.015625,1727648
2022-04-28,3145.510745409141,3159.8881336605136,3101.720860196266,3142.26708984375,1703660
2022-04-29,3153.4007613811887,3176.413485870001,3100.668832593926,3109.303955078125,2051115
2022-05-02,3085.8089874536313,3110.3997699115944,3062.007341104243,3105.5341796875,1324161
2022-05-04,3102.1157613847868,3108.208612330421,3037.943167838688,3050.611083984375,2305825
2022-05-05,3078.9718213072174,3097.294251931396,3055.5207538746768,3080.111328125,1612262
2022-05-06,3032.419530395955,3046.0079960568796,3002.174235860349,3009.275390625,2010812
2022-05-09,2978.9426390374124,3029.7898059191575,2934.100783512281,3020.234130859375,2481830
